org_id_a,org_id_b,org_name_b,relationship,source
GB-SC-SC045105,GB-CHC-1140293,The Gordon Burn Longformacus Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045106,GB-CHC-1149800,The National Funding Scheme,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045118,GB-CHC-1148843,Shiva Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045154,GB-CHC-1079797,Chartered Institute of Personnel and Development,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045190,GB-CHC-1155781,Dental Trauma UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045196,GB-CHC-298643,Public Service Broadcasting Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045202,GB-CHC-1155884,DMD Pathfinders,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045208,GB-CHC-1050459,Epilepsy Bereaved,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045283,GB-CHC-1123059,The British Association of Skin Camouflage,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045299,GB-CHC-1086570,Christians in Sport,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045327,GB-CHC-1146896,The DR Hadwen Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045329,GB-CHC-1108659,Westie Rehoming,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045338,GB-CHC-1150509,Specialistsuk Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045339,GB-CHC-1099808,Working Families,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045386,GB-CHC-1151475,Horatio's Garden,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045407,GB-CHC-1144406,Niemann-Pick Disease Group (Uk),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045442,GB-CHC-1159657,Remember My Baby Remembrance Photography,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045443,GB-CHC-1004468,Anorexia and Bulimia Care,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045443,GB-CHC-1155686,Anorexia and Bulimia Care,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045458,GB-CHC-1150730,Just Enough UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045470,GB-CHC-1112331,National Examining Board for Dental Nurses,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045473,GB-CHC-1159766,Kilninian Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045476,GB-CHC-274467,Actionaid,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045485,GB-CHC-518891,In2venture,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045486,GB-CHC-515691,Lifeline Project,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045491,GB-CHC-211042,Toc H,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045495,GB-CHC-1058845,Borderline Counselling Services,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045497,GB-CHC-1157442,The Dare to Live Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045498,GB-CHC-1160030,Helping Hands in Uganda,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045533,GB-CHC-1095234,The League Against Cruel Sports,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045581,GB-CHC-1156336,The White Eagle Lodge,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045584,GB-CHC-1160558,Breast Cancer Now,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045615,GB-CHC-1154143,Dementia Research UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045634,GB-CHC-1160224,The Morrisons Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045652,GB-CHC-299872,The Royal College of Ophthalmologists,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045685,GB-CHC-1159373,Rewilding Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045694,GB-CHC-1046401,The Life and Light Missions,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045732,GB-CHC-1159867,Ecosystems Knowledge Network,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045767,GB-CHC-1143576,Give a Kidney - One's Enough,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045769,GB-CHC-1126097,Hope for Justice,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045788,GB-CHC-703015,Brook Young People,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045808,GB-CHC-1081462,Betel of Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045811,GB-CHC-1106746,Willow Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045815,GB-CHC-1138645,Free the Children UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045819,GB-CHC-1102276,Tax Volunteers,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045820,GB-CHC-1152973,Migraine Action Incorporated,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045838,GB-CHC-1081467,The Message Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045839,GB-CHC-1110408,Mankind Welfare Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045850,GB-CHC-1068395,Lymphoma Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045860,GB-CHC-1102801,Minhaj-Ul-Quran International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045871,GB-CHC-263381,John Metcalfe Publishing Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045875,GB-CHC-1120684,Support Our Soldiers,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045876,GB-CHC-220235,The Norwegian Church and Seamen's Mission,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045877,GB-CHC-1162895,Public Health Register,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045888,GB-CHC-1157650,Harvey's Army,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045897,GB-CHC-1128024,The Railway Mission,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045901,GB-CHC-1143246,Skills for Health Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045932,GB-CHC-313743,Plunkett Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045939,GB-CHC-1156258,Real Life Options,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045940,GB-CHC-1161297,Impact Planet,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045950,GB-CHC-1126031,University Jewish Chaplaincy,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045963,GB-CHC-1057063,County Air Ambulance Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045967,GB-CHC-1136892,Goalball UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045970,GB-CHC-1132366,Coppafeel,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC045978,GB-CHC-242451,The Church of Jesus Christ of Latter-Day Saints (Great Britain),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046031,GB-CHC-1130814,The Steve Sinnott Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046075,GB-CHC-1139916,MQ: Transforming Mental Health,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046090,GB-CHC-1098765,Organisation Cetacea,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046090,GB-CHC-1141728,Organisation Cetacea,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046098,GB-CHC-1163560,KFC Add Hope Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046106,GB-CHC-1161622,Leukaemia & Myeloma Research UK Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046118,GB-CHC-1147009,School of Hard Knocks,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046121,GB-CHC-1060034,The Grassroots Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046140,GB-CHC-1130353,The Dallaglio Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046146,GB-CHC-1157531,Forces Support Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046148,GB-CHC-207275,Royal Medical Benevolent Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046149,GB-CHC-1113542,Streetgames UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046157,GB-CHC-1164473,Just Helping Children,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046159,GB-CHC-1159219,Heart Valve Voice,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046207,GB-CHC-1063756,World Medical Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046208,GB-CHC-1162687,Friends of the Union Chain Bridge,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046226,GB-CHC-297716,Business in the Community,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046247,GB-CHC-1160516,UK Smart Recovery,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046249,GB-CHC-1089678,The Engineering and Technology Board,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046263,GB-CHC-1016630,Foundation for Credit Counselling,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046296,GB-CHC-1149496,Firstlight Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046310,GB-CHC-1164411,Miss Diva Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046315,GB-CHC-1160293,The Circle of Women,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046352,GB-CHC-1161328,Trec GB,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046354,GB-CHC-1162478,The Wild Trout Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046364,GB-CHC-1099672,Starfish Asia,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046380,GB-CHC-1148653,Antenatal Results & Choices (Arc) Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046382,GB-CHC-291202,Army Families Federation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046384,GB-CHC-1163538,The Ambulance Services Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046392,GB-CHC-1112708,Pancreatic Cancer UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046402,GB-CHC-1161224,The Ripple Pond,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046409,GB-CHC-1151410,Millie's Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046416,GB-CHC-1151867,Challenge Cancer UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046449,GB-CHC-1152808,Mummy's Star,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046481,GB-CHC-1154288,Human Appeal International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046482,GB-CHC-1009910,The St Barnabas Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046500,GB-CHC-1163421,The Wave Project,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046541,GB-CHC-275946,The Kingdom Hall Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046556,GB-CHC-1161809,Fair for You Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046557,GB-CHC-800065,Institute for Public Policy Research,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046571,GB-CHC-1166953,The Veterans' Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046586,GB-CHC-1150411,Speakers for Schools,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046591,GB-CHC-1165603,Feed the Minds,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046627,GB-CHC-1144969,Global Educational Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046635,GB-CHC-1140017,Cyclists Fighting Cancer Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046669,GB-CHC-1166674,Breast Cancer Research Aid (Bcra),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046695,GB-CHC-1118995,The Children's Food Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046712,GB-CHC-1157027,The Ehlers-Danlos Support UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046735,GB-CHC-1136809,Reverse Rett,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046748,GB-CHC-1078673,Zambesi Mission,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046767,GB-CHC-298104,The Henry Doubleday Research Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046788,GB-CHC-1162824,Project Seagrass,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046837,GB-CHC-1146746,Vision 2020 (Uk) Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046840,GB-CHC-1153487,Brain Tumour Research,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046866,GB-CHC-216647,International Bible Students Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046917,GB-CHC-1150056,DKMS Bone Marrow Donor Centre,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC000084,GB-CHC-240876,Society of the Helpers of the Holy Souls,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC001734,GB-CHC-268735,The Coats Foundation Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044841,GB-CHC-1072573,The Smith-Magenis Syndrome (S.M.S.) Foundation UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043858,GB-CHC-1147572,Life Foundation Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC044373,GB-CHC-1122689,The Royal College of Emergency Medicine,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC013771,GB-CHC-221335,The Crerar Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037482,GB-CHC-1075317,Aspire ( Association for Spinal Injury Research Rehabilitation and Reintegration ),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037726,GB-CHC-1074937,Adventist Development and Relief Agency - UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC043904,GB-CHC-1117526,The Bhopal Medical Appeal,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038213,GB-CHC-283031,International Rescue Corps,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038227,GB-CHC-249900,Charities Administered in Connection With the Scots Guards,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038249,GB-CHC-1157980,The Florence Nightingale Aid in Sickness Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038300,GB-CHC-285189,The Open University Students' Educational Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038434,GB-CHC-248800,Banner of Truth Building Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038601,GB-CHC-1011895,Profound and Multiple Impairment Service,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038746,GB-CHC-232411,The Sisters of Notre Dame (of Namur),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038886,GB-CHC-1092338,Project Kinshasa,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038948,GB-CHC-221594,The Society of St Columban for Foreign Missions,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038956,GB-CHC-285629,The Hebridean Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039030,GB-CHC-1101183,Ihsgb Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039050,GB-CHC-803680,Canine Partners for Independence,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039196,GB-CHC-211621,John Menzies (Southern) Limited Employees' Benevolent Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039199,GB-CHC-260949,The Slater Foundation Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039258,GB-CHC-1082485,The Anchor Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039285,GB-CHC-232541,Roman Catholic Purposes Administered in Connection With the Society of African Missions,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039480,GB-CHC-296766,Balcarres Heritage Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039552,GB-CHC-1057629,Keratoconus Self-Help and Support Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039562,GB-CHC-1081540,The Outlook Trust for the Visually Impaired,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039585,GB-CHC-275424,International Voluntary Service,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039809,GB-CHC-220690,Charity for St Joseph's Missionary Society (British Region),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039900,GB-CHC-1154843,"Guillain-Barre & Associated Inflammatory Neuropathies (""Gain"")",sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039914,GB-CHC-1104279,The Hepatitis C Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC039981,GB-CHC-326732,Re-Solv - The Society for the Prevention of Solvent and Volatile Substance Abuse,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC022173,GB-CHC-290276,The St Aloysius Charitable Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040432,GB-CHC-219763,Sim International (UK),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040452,GB-CHC-1036419,Action for Me,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC040724,GB-CHC-263004,The Sealed Knot Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041210,GB-CHC-1112339,Mentor Foundation UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041369,GB-CHC-282921,Vivat Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041671,GB-CHC-1041063,The Archives and Records Association (UK and Ireland),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC041785,GB-CHC-1004009,The National Council for the Conservation of Plants and Gardens,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042332,GB-CHC-258421,Agape Ministries Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042410,GB-CHC-1106065,CDH UK- The Congenital Diaphragmatic Hernia Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042595,GB-CHC-1091162,Sahara Communities Abroad (Sacoma),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042612,GB-CHC-1091708,Gynaecology Cancer Research Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC042703,GB-CHC-1115972,The Nurture Group Network Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046931,GB-CHC-1168951,The Hymans Robertson Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046950,GB-CHC-1147704,Fop Friends,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046952,GB-CHC-1077961,Watch Tower Bible and Tract Society of Britain,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046969,GB-CHC-1133536,Greenpower Education Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046972,GB-CHC-1158707,Home for Good,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046980,GB-CHC-1103741,Doctors' Support Network,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC046981,GB-CHC-1150925,Street Doctors Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047001,GB-CHC-1164948,Harvest Chapel International UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047009,GB-CHC-1152591,Haeuk,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047016,GB-CHC-1160901,Transport Benevolent Fund (CIO),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047042,GB-CHC-1015665,FRG Ltd,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047044,GB-CHC-1114579,The Lewy Body Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047057,GB-CHC-1073396,The Landscape Institute,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047079,GB-CHC-1153824,Community Hygiene Concern,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047080,GB-CHC-1168037,The Fellowship of Independent Evangelical Churches,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047117,GB-CHC-1120152,Rage Arts,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047140,GB-CHC-1103950,Dhammakaya International Society of the United Kingdom,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047163,GB-CHC-1131655,Church Mission Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047175,GB-CHC-1136039,Our Aim Appeals,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047184,GB-CHC-210729,The Royal United Kingdom Beneficent Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047214,GB-CHC-1108811,Buildaid,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047223,GB-CHC-1164250,Sudep Action,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047256,GB-CHC-1164009,Animal Behaviour Training Council,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047295,GB-CHC-1020758,International Service Fellowship Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047306,GB-CHC-274728,The Sir George Earle Benevolent Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047314,GB-CHC-1130568,The Involve Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047326,GB-CHC-1124541,Andrew Wommack Ministries-Europe,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047332,GB-CHC-1127861,The Fragile X Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047367,GB-CHC-1043255,British Society for Immunology,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047369,GB-CHC-1137820,Rett UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047395,GB-CHC-1132411,Localgiving Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047408,GB-CHC-1084908,Batten Disease Family Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047419,GB-CHC-1020419,Missing People Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047429,GB-CHC-1039404,Dementia UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047495,GB-CHC-1163896,The Insurance Industry Charitable Foundation - London Division,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047527,GB-CHC-206860,The Insurance Charities,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047537,GB-CHC-1167662,Heritage Trust Network,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047560,GB-CHC-1062461,The Oesophageal Patients Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047600,GB-CHC-296058,Starlight Children's Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047645,GB-CHC-261993,The Cameron Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047720,GB-CHC-1126812,Farplace Animal Rescue,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047730,GB-CHC-1160970,The Polycystic Kidney Disease Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047767,GB-CHC-1151322,The Police Dependants' Trust Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047781,GB-CHC-1149813,The Junction 42 Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047805,GB-CHC-1126304,The Holy Family Sisters of the Needy Charity Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047810,GB-CHC-1166983,Communities and Nature International,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047839,GB-CHC-702314,The Five Lamps Organisation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047901,GB-CHC-1138183,British Triathlon Foundation Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047927,GB-CHC-1174472,Krabbe UK,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC047967,GB-CHC-1077722,Family Lives,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048007,GB-CHC-1174691,The Scots Guards Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048098,GB-CHC-1167174,'Just Love',sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048148,GB-CHC-1169204,Lockton Charitable Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC048185,GB-CHC-1134205,The Royal Marines Charity,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037596,GB-CHC-1046854,Roy Castle Lung Cancer Foundation,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037603,GB-CHC-298328,The Paddle Steamer Preservation Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037689,GB-CHC-313881,The Robert Nicol Fellowships and Scholarships [INACTIVE],sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037728,GB-CHC-277968,Buckland Professorship (Buckland Foundation),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037811,GB-CHC-1114643,Charity Select UK Equity Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037817,GB-CHC-1069663,The British Deer Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037841,GB-CHC-262865,The Royal Town Planning Institute,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037869,GB-CHC-327968,The Traditional Congregation of the Most Holy Redeemer,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037891,GB-CHC-327055,Wholeness Through Christ,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037900,GB-CHC-292352,The Wheelchair Dance Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037902,GB-CHC-252742,Atlantic Salmon Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037912,GB-CHC-1046060,The Royal Life Saving Society - U.K.,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037916,GB-CHC-1011063,The Hypermobility Syndromes Association,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037932,GB-CHC-1080507,Turner Syndrome Support Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC037981,GB-CHC-233302,The Society of Missionaries of Africa (Also Known as the White Fathers),sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038029,GB-CHC-292545,The Nineveh Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038068,GB-CHC-1043601,Circles Network,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038218,GB-CHC-1081009,The Royal Air Force Benevolent Fund,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038235,GB-CHC-1083038,Berwick Animal Rescue Kennels,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038255,GB-CHC-313511,British Medical and Dental Students' Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038285,GB-CHC-1005380,Violet Tankerville Charitable Trust,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038307,GB-CHC-264800,The British Association for Applied Linguistics,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038379,GB-CHC-233082,The Trinitarian Bible Society,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038451,GB-CHC-283041,Word of Life Ministries UK Limited,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038495,GB-CHC-1075478,Camp & Trek,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038552,GB-CHC-1083419,The Priestly Fraternity of St Peter,sameas,Charity Registered in Scotland and England & Wales
GB-SC-SC038566,GB-CHC-802498,Extend Exercise Training Limited,sameas,Charity Registered in Scotland and England & Wales
